s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 1.5901161E+002, 2.3105817E+003,-1.0968354E+003, 1.2627029E+000,-9.2361112E+002,-1.4203285E-001, 1.1524302E+002, 0.0000000E+000, 3.9916990E+002, 4.0649891E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3858880E+004
 1.5934708E+002, 2.4004893E+003,-1.1789400E+003, 1.2483891E+000,-9.2549797E+002,-1.3299050E-001, 1.1548494E+002, 0.0000000E+000, 4.0413909E+002, 4.1265172E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3889421E+004
 1.5961546E+002, 2.5131809E+003,-1.2278166E+003, 1.2525541E+000,-9.2562552E+002,-1.3691419E-001, 1.3963446E+002, 0.0000000E+000, 4.9537006E+002, 5.0048897E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3919116E+004
 1.5995093E+002, 2.4316139E+003,-1.1943271E+003, 1.2753273E+000,-9.2544535E+002,-1.4107127E-001, 1.2885964E+002, 0.0000000E+000, 4.5534894E+002, 4.4183534E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3954151E+004
 1.6021931E+002, 2.2464865E+003,-1.1009196E+003, 1.3000058E+000,-9.2516862E+002,-1.4352834E-001, 1.0165960E+002, 0.0000000E+000, 3.4059085E+002, 3.2321437E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3976373E+004
 1.6050111E+002, 2.1633736E+003,-1.0130728E+003, 1.3027844E+000,-9.2460605E+002,-1.4484137E-001, 1.0235987E+002, 0.0000000E+000, 3.2325220E+002, 3.2921249E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.3998769E+004
 1.6084706E+002, 2.2826086E+003,-1.0563007E+003, 1.2819595E+000,-9.2201251E+002,-1.4660619E-001, 1.3389448E+002, 0.0000000E+000, 4.3468573E+002, 4.3932521E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4035279E+004
 1.6111151E+002, 2.3623361E+003,-1.1225667E+003, 1.2746938E+000,-9.1996429E+002,-1.4798304E-001, 1.3471587E+002, 0.0000000E+000, 4.4934518E+002, 4.5564769E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4063693E+004
 1.6144209E+002, 2.3704950E+003,-1.1285706E+003, 1.2633389E+000,-9.2253009E+002,-1.4740101E-001, 1.3076551E+002, 0.0000000E+000, 4.5323361E+002, 4.5127575E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4098561E+004
 1.6173299E+002, 2.3067048E+003,-1.1120682E+003, 1.2697864E+000,-9.2764077E+002,-1.4743123E-001, 1.0726736E+002, 0.0000000E+000, 3.6983157E+002, 3.7538555E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4123410E+004
 1.6202310E+002, 2.2859890E+003,-1.1118526E+003, 1.2779607E+000,-9.3448436E+002,-1.4650589E-001, 1.0024010E+002, 0.0000000E+000, 3.6553203E+002, 3.4102363E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4147480E+004
 1.6234189E+002, 2.2203175E+003,-1.0999540E+003, 1.2815111E+000,-9.3995708E+002,-1.4266371E-001, 7.7327351E+001, 0.0000000E+000, 2.6976977E+002, 2.5887265E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4167587E+004
 1.6265916E+002, 2.2480071E+003,-1.1281986E+003, 1.2739459E+000,-9.4329444E+002,-1.4252789E-001, 6.8365948E+001, 0.0000000E+000, 2.3390469E+002, 2.4601134E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4184399E+004
 1.6295914E+002, 2.2645305E+003,-1.1450606E+003, 1.2723935E+000,-9.4700901E+002,-1.4105370E-001, 7.2912348E+001, 0.0000000E+000, 2.5613108E+002, 2.4650454E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4202002E+004
 1.6322552E+002, 2.3765562E+003,-1.1792825E+003, 1.2651233E+000,-9.4807081E+002,-1.3958985E-001, 1.0109447E+002, 0.0000000E+000, 3.3072855E+002, 3.5142287E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4222541E+004
 1.6355852E+002, 2.3529966E+003,-1.1625554E+003, 1.2569722E+000,-9.4376745E+002,-1.4045136E-001, 1.0781970E+002, 0.0000000E+000, 3.6727519E+002, 3.5560991E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4251776E+004
 1.6382491E+002, 2.2943482E+003,-1.1312053E+003, 1.2687003E+000,-9.3809903E+002,-1.4373596E-001, 9.4182788E+001, 0.0000000E+000, 3.1237633E+002, 3.2035165E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4271815E+004
 1.6415790E+002, 2.2372659E+003,-1.1227562E+003, 1.2742671E+000,-9.3631326E+002,-1.4320721E-001, 7.7905220E+001, 0.0000000E+000, 2.6109162E+002, 2.5723271E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4292628E+004
 1.6442430E+002, 2.2993042E+003,-1.1226459E+003, 1.2726168E+000,-9.3873274E+002,-1.4119087E-001, 9.4974443E+001, 0.0000000E+000, 3.0461749E+002, 3.3403145E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4311676E+004
 1.6471913E+002, 2.3982718E+003,-1.1447657E+003, 1.2684095E+000,-9.4432888E+002,-1.4188460E-001, 1.2566213E+002, 0.0000000E+000, 4.4248474E+002, 4.3596593E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4341452E+004
 1.6502518E+002, 2.3487842E+003,-1.1695873E+003, 1.2755578E+000,-9.4802198E+002,-1.4375161E-001, 9.9141130E+001, 0.0000000E+000, 3.3859825E+002, 3.3144778E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4365801E+004
 1.6531616E+002, 2.3359015E+003,-1.1314943E+003, 1.2827761E+000,-9.4677923E+002,-1.4311214E-001, 1.1219831E+002, 0.0000000E+000, 3.7003572E+002, 3.7096593E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4391568E+004
 1.6560716E+002, 2.3314744E+003,-1.1225310E+003, 1.2618030E+000,-9.4026817E+002,-1.4115741E-001, 1.1629754E+002, 0.0000000E+000, 3.7969538E+002, 3.8609344E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4418396E+004
 1.6592143E+002, 2.3080068E+003,-1.0979443E+003, 1.2599673E+000,-9.3392602E+002,-1.4438936E-001, 1.1696672E+002, 0.0000000E+000, 3.9497472E+002, 3.9421874E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4447961E+004
 1.6624153E+002, 2.2789303E+003,-1.1186508E+003, 1.2683045E+000,-9.3081498E+002,-1.4476659E-001, 9.8460282E+001, 0.0000000E+000, 3.3792214E+002, 3.2904833E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4473595E+004
 1.6656163E+002, 2.2231696E+003,-1.1037729E+003, 1.2842097E+000,-9.2995815E+002,-1.4623589E-001, 8.2305193E+001, 0.0000000E+000, 2.7609722E+002, 2.7288178E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4494890E+004
 1.6683051E+002, 2.2077965E+003,-1.1207781E+003, 1.2850795E+000,-9.3118863E+002,-1.4422170E-001, 6.8637636E+001, 0.0000000E+000, 2.3759255E+002, 2.2560827E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4510147E+004
 1.6711220E+002, 2.2054468E+003,-1.1322958E+003, 1.2815064E+000,-9.3385637E+002,-1.4278042E-001, 5.6959774E+001, 0.0000000E+000, 1.9418799E+002, 1.9739314E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4522927E+004
 1.6744206E+002, 2.3283293E+003,-1.1591892E+003, 1.2801771E+000,-9.4004826E+002,-1.4199819E-001, 8.3038448E+001, 0.0000000E+000, 2.8651050E+002, 3.1326848E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4543620E+004
 1.6775041E+002, 2.3761657E+003,-1.1913245E+003, 1.2643954E+000,-9.4990633E+002,-1.4033015E-001, 9.2520871E+001, 0.0000000E+000, 3.4311348E+002, 3.2857982E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4566709E+004
 1.6801134E+002, 2.2968301E+003,-1.1271347E+003, 1.2843016E+000,-9.5719873E+002,-1.4071171E-001, 9.2177358E+001, 0.0000000E+000, 3.0831768E+002, 3.0581757E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4585878E+004
 1.6833749E+002, 2.2920470E+003,-1.1278594E+003, 1.2752199E+000,-9.5936200E+002,-1.4291387E-001, 8.7866097E+001, 0.0000000E+000, 2.8519971E+002, 2.9382399E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4608475E+004
 1.6866365E+002, 2.3782080E+003,-1.1695158E+003, 1.2698580E+000,-9.5873702E+002,-1.4310352E-001, 1.0572394E+002, 0.0000000E+000, 3.5327422E+002, 3.5680584E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4635647E+004
 1.6892456E+002, 2.4316631E+003,-1.1684027E+003, 1.2855294E+000,-9.5593262E+002,-1.4469227E-001, 1.2888858E+002, 0.0000000E+000, 4.3465696E+002, 4.3735721E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4662140E+004
 1.6925072E+002, 2.2960955E+003,-1.1645472E+003, 1.2757402E+000,-9.5049144E+002,-1.4522948E-001, 8.7139331E+001, 0.0000000E+000, 3.0249616E+002, 2.6932675E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4686253E+004
 1.6951164E+002, 2.2353284E+003,-1.1220815E+003, 1.2814858E+000,-9.4559523E+002,-1.4294101E-001, 6.8678089E+001, 0.0000000E+000, 2.2213256E+002, 2.3746831E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4700140E+004
 1.6987041E+002, 2.2391177E+003,-1.1138596E+003, 1.2832615E+000,-9.4659979E+002,-1.4003446E-001, 7.6753817E+001, 0.0000000E+000, 2.7048369E+002, 2.5655538E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4722595E+004
 1.7012144E+002, 2.2690014E+003,-1.1371254E+003, 1.2826922E+000,-9.4949742E+002,-1.4002049E-001, 7.5193602E+001, 0.0000000E+000, 2.4483353E+002, 2.5871476E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4737125E+004
 1.7043523E+002, 2.3148804E+003,-1.1506727E+003, 1.2865321E+000,-9.5158050E+002,-1.4191124E-001, 9.0394901E+001, 0.0000000E+000, 3.1382101E+002, 3.0416668E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4759871E+004
 1.7074902E+002, 2.3189332E+003,-1.1670013E+003, 1.2751653E+000,-9.4972721E+002,-1.4441761E-001, 8.5962834E+001, 0.0000000E+000, 2.8361793E+002, 2.8929823E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4781167E+004
 1.7100005E+002, 2.2780015E+003,-1.1287293E+003, 1.2602899E+000,-9.4730638E+002,-1.4414426E-001, 8.6621918E+001, 0.0000000E+000, 2.8795497E+002, 2.8970393E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4798645E+004
 1.7134523E+002, 2.2668445E+003,-1.1107580E+003, 1.2541057E+000,-9.4582268E+002,-1.4121858E-001, 8.3164918E+001, 0.0000000E+000, 2.8231954E+002, 2.9454157E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4821508E+004
 1.7162135E+002, 2.3537877E+003,-1.1912291E+003, 1.2642005E+000,-9.4640873E+002,-1.3858713E-001, 8.2003159E+001, 0.0000000E+000, 2.9170596E+002, 2.9927856E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4839457E+004
 1.7196652E+002, 2.2968194E+003,-1.2034402E+003, 1.2832899E+000,-9.4876311E+002,-1.3797039E-001, 6.2717611E+001, 0.0000000E+000, 2.3776532E+002, 2.0847902E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4858139E+004
 1.7224266E+002, 2.2004897E+003,-1.1230107E+003, 1.2896064E+000,-9.5221447E+002,-1.4157097E-001, 4.7167105E+001, 0.0000000E+000, 1.5038774E+002, 1.7357965E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4867657E+004
 1.7252571E+002, 2.3000568E+003,-1.1349059E+003, 1.2796165E+000,-9.5535353E+002,-1.4181045E-001, 8.3689066E+001, 0.0000000E+000, 2.8313254E+002, 2.9462419E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4885928E+004
 1.7280917E+002, 2.3896819E+003,-1.2060698E+003, 1.2669396E+000,-9.5832541E+002,-1.4101201E-001, 9.6444532E+001, 0.0000000E+000, 3.3721816E+002, 3.2285721E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4907885E+004
 1.7310414E+002, 2.2887201E+003,-1.1466305E+003, 1.2951604E+000,-9.6124222E+002,-1.4098171E-001, 8.3496245E+001, 0.0000000E+000, 2.6332802E+002, 2.6549778E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4927400E+004
 1.7342273E+002, 2.1894368E+003,-1.0913615E+003, 1.2871090E+000,-9.6533733E+002,-1.4206360E-001, 6.8013588E+001, 0.0000000E+000, 2.2591160E+002, 2.0189657E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4945572E+004
 1.7374721E+002, 2.2241266E+003,-1.1634378E+003, 1.2901417E+000,-9.6588765E+002,-1.4211873E-001, 4.7201146E+001, 0.0000000E+000, 1.4637428E+002, 1.4315035E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4957708E+004
 1.7400679E+002, 2.2903985E+003,-1.1696092E+003, 1.2832834E+000,-9.6100278E+002,-1.4056021E-001, 6.4939339E+001, 0.0000000E+000, 2.1152835E+002, 2.2586850E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4970640E+004
 1.7431544E+002, 2.3912745E+003,-1.2124371E+003, 1.2812899E+000,-9.5563709E+002,-1.4346486E-001, 8.9302812E+001, 0.0000000E+000, 2.9710720E+002, 3.1364092E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.4991845E+004
 1.7460034E+002, 2.3937186E+003,-1.1949484E+003, 1.2729200E+000,-9.5111395E+002,-1.4520097E-001, 1.0721729E+002, 0.0000000E+000, 3.5825565E+002, 3.5600132E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5016272E+004
 1.7490234E+002, 2.4083331E+003,-1.1486929E+003, 1.2671225E+000,-9.4994305E+002,-1.4386139E-001, 1.2697985E+002, 0.0000000E+000, 4.1909197E+002, 4.3780027E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5046003E+004
 1.7521574E+002, 2.3371615E+003,-1.0909572E+003, 1.2790960E+000,-9.5290108E+002,-1.4455694E-001, 1.3235205E+002, 0.0000000E+000, 4.5326546E+002, 4.2678977E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5080104E+004
 1.7552913E+002, 2.1587376E+003,-1.0849524E+003, 1.2914912E+000,-9.5523053E+002,-1.4650830E-001, 6.3315027E+001, 0.0000000E+000, 2.0756721E+002, 1.8301460E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5097096E+004
 1.7584880E+002, 2.2211920E+003,-1.1361749E+003, 1.3003305E+000,-9.5570187E+002,-1.4581193E-001, 5.8581596E+001, 0.0000000E+000, 1.9143805E+002, 1.8905136E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5112129E+004
 1.7612459E+002, 2.2079355E+003,-1.1382504E+003, 1.2740549E+000,-9.5710353E+002,-1.4306362E-001, 5.1338775E+001, 0.0000000E+000, 1.5523249E+002, 1.6505132E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5123145E+004
 1.7640038E+002, 2.3017541E+003,-1.1219838E+003, 1.2593604E+000,-9.6050496E+002,-1.3899798E-001, 8.4558087E+001, 0.0000000E+000, 2.6421076E+002, 3.0494378E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5140281E+004
 1.7674510E+002, 2.4757643E+003,-1.2234396E+003, 1.2470766E+000,-9.6641914E+002,-1.3629167E-001, 1.1060803E+002, 0.0000000E+000, 3.9289739E+002, 3.9762437E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5170316E+004
 1.7702089E+002, 2.5956980E+003,-1.3320301E+003, 1.2530013E+000,-9.7069421E+002,-1.3914736E-001, 1.1714733E+002, 0.0000000E+000, 4.2788611E+002, 4.1123488E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5196229E+004
 1.7736563E+002, 2.4491096E+003,-1.2601052E+003, 1.2795223E+000,-9.6803280E+002,-1.4278592E-001, 1.0004561E+002, 0.0000000E+000, 3.3498985E+002, 3.2215394E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5224141E+004
 1.7764142E+002, 2.3175034E+003,-1.1362804E+003, 1.2778374E+000,-9.6340479E+002,-1.4279088E-001, 9.5791246E+001, 0.0000000E+000, 3.1717437E+002, 3.1474449E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5245586E+004
 1.7791721E+002, 2.2616860E+003,-1.1222187E+003, 1.2760961E+000,-9.6063475E+002,-1.4311989E-001, 7.9972498E+001, 0.0000000E+000, 2.7658158E+002, 2.5993809E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5263825E+004
 1.7826193E+002, 2.2187849E+003,-1.1147443E+003, 1.2671637E+000,-9.5741589E+002,-1.4406969E-001, 6.6262239E+001, 0.0000000E+000, 2.1345042E+002, 2.1401013E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5282122E+004
 1.7853772E+002, 2.2449458E+003,-1.1228560E+003, 1.2711329E+000,-9.5689485E+002,-1.4429577E-001, 6.9116432E+001, 0.0000000E+000, 2.2479047E+002, 2.3543814E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5296998E+004
 1.7880630E+002, 2.3679271E+003,-1.1604864E+003, 1.2949216E+000,-9.5977351E+002,-1.4728403E-001, 9.8379849E+001, 0.0000000E+000, 3.1709950E+002, 3.4719465E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5316892E+004
 1.7911501E+002, 2.3736272E+003,-1.1660127E+003, 1.2905574E+000,-9.6330173E+002,-1.4543886E-001, 1.0725362E+002, 0.0000000E+000, 3.6978606E+002, 3.5271145E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5343858E+004
 1.7942987E+002, 2.3304017E+003,-1.1788004E+003, 1.2808386E+000,-9.6492738E+002,-1.4460950E-001, 8.1388691E+001, 0.0000000E+000, 2.8151552E+002, 2.6919884E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5364909E+004
 1.7973489E+002, 2.3186261E+003,-1.1725216E+003, 1.2831544E+000,-9.6567589E+002,-1.4251450E-001, 7.3897851E+001, 0.0000000E+000, 2.5030723E+002, 2.5546708E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5382821E+004
 1.8001688E+002, 2.2956049E+003,-1.1597734E+003, 1.2837349E+000,-9.6565282E+002,-1.4198552E-001, 7.2424322E+001, 0.0000000E+000, 2.4369687E+002, 2.4374467E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5399178E+004
 1.8031015E+002, 2.2028752E+003,-1.1455625E+003, 1.2855145E+000,-9.6478660E+002,-1.4355468E-001, 4.5938681E+001, 0.0000000E+000, 1.5651876E+002, 1.3960671E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5410743E+004
 1.8060359E+002, 2.2038615E+003,-1.1392418E+003, 1.2852011E+000,-9.6537178E+002,-1.4168052E-001, 3.9505316E+001, 0.0000000E+000, 1.1451847E+002, 1.3989675E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5419009E+004
 1.8095891E+002, 2.3557996E+003,-1.1795699E+003, 1.2830849E+000,-9.6929197E+002,-1.4090844E-001, 8.2745736E+001, 0.0000000E+000, 2.7604661E+002, 2.9082564E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5441643E+004
 1.8121915E+002, 2.3607492E+003,-1.2157352E+003, 1.2786582E+000,-9.7355710E+002,-1.4140118E-001, 7.3686629E+001, 0.0000000E+000, 2.5373181E+002, 2.4628074E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5457260E+004
 1.8154443E+002, 2.3845709E+003,-1.2331714E+003, 1.2853671E+000,-9.7704386E+002,-1.3814474E-001, 7.1090076E+001, 0.0000000E+000, 2.4873404E+002, 2.4659301E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5475719E+004
 1.8180467E+002, 2.4234903E+003,-1.2424588E+003, 1.2778597E+000,-9.8081042E+002,-1.3643221E-001, 7.5775578E+001, 0.0000000E+000, 2.7530559E+002, 2.7713809E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5491262E+004
 1.8212996E+002, 2.4322470E+003,-1.2665655E+003, 1.2864618E+000,-9.8244293E+002,-1.3871198E-001, 7.7346867E+001, 0.0000000E+000, 2.7551119E+002, 2.6173316E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5511438E+004
 1.8245525E+002, 2.2981345E+003,-1.1769244E+003, 1.2913722E+000,-9.7692915E+002,-1.3790206E-001, 7.0882047E+001, 0.0000000E+000, 2.2344668E+002, 2.1631646E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5530091E+004
 1.8271548E+002, 2.2393557E+003,-1.1293453E+003, 1.2884540E+000,-9.7124410E+002,-1.4132778E-001, 6.5706408E+001, 0.0000000E+000, 1.9689213E+002, 2.0561981E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5543593E+004
 1.8304077E+002, 2.2534134E+003,-1.0838830E+003, 1.2747533E+000,-9.6778290E+002,-1.4293013E-001, 8.5851421E+001, 0.0000000E+000, 2.7198105E+002, 2.8873070E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5565413E+004
 1.8330101E+002, 2.2991560E+003,-1.1203499E+003, 1.2811692E+000,-9.6880260E+002,-1.4361225E-001, 8.8333670E+001, 0.0000000E+000, 2.9798518E+002, 2.9947466E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5583794E+004
 1.8362630E+002, 2.3526924E+003,-1.1785891E+003, 1.2928379E+000,-9.7269348E+002,-1.4607235E-001, 8.5967947E+001, 0.0000000E+000, 2.9565241E+002, 2.8852451E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5606418E+004
 1.8395158E+002, 2.2623247E+003,-1.1485962E+003, 1.3054048E+000,-9.7585289E+002,-1.4628734E-001, 6.5715510E+001, 0.0000000E+000, 2.1342410E+002, 2.0475028E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5623862E+004
 1.8421182E+002, 2.2200725E+003,-1.1300911E+003, 1.3158955E+000,-9.7901409E+002,-1.4496882E-001, 4.9884140E+001, 0.0000000E+000, 1.4558018E+002, 1.6202245E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5633734E+004
 1.8453033E+002, 2.3777700E+003,-1.2085382E+003, 1.2942470E+000,-9.8558197E+002,-1.4178779E-001, 7.3973944E+001, 0.0000000E+000, 2.7272478E+002, 2.5877618E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5653004E+004
 1.8482173E+002, 2.3222269E+003,-1.2391184E+003, 1.2953955E+000,-9.9076982E+002,-1.4247137E-001, 3.9206735E+001, 0.0000000E+000, 1.4412076E+002, 1.3269831E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5662405E+004
 1.8513062E+002, 2.2568835E+003,-1.1758237E+003, 1.2950051E+000,-9.9194411E+002,-1.4335870E-001, 4.1506536E+001, 0.0000000E+000, 1.4042189E+002, 1.3177384E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5672837E+004
 1.8545116E+002, 2.2392526E+003,-1.1586500E+003, 1.2931050E+000,-9.9070675E+002,-1.4307589E-001, 4.0882406E+001, 0.0000000E+000, 1.2468687E+002, 1.3192831E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5683119E+004
 1.8570760E+002, 2.2522841E+003,-1.1874293E+003, 1.2962848E+000,-9.9106380E+002,-1.4494536E-001, 3.6309723E+001, 0.0000000E+000, 1.2062542E+002, 1.1125206E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5690810E+004
 1.8602814E+002, 2.2402771E+003,-1.1843598E+003, 1.2983890E+000,-9.8955433E+002,-1.4257265E-001, 3.6398048E+001, 0.0000000E+000, 1.0876980E+002, 1.0391676E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5700016E+004
 1.8634868E+002, 2.3022278E+003,-1.1698602E+003, 1.2831778E+000,-9.8775414E+002,-1.3962572E-001, 5.9874647E+001, 0.0000000E+000, 1.8141374E+002, 2.0563163E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5714248E+004
 1.8660510E+002, 2.4954504E+003,-1.2405739E+003, 1.2592726E+000,-9.8994321E+002,-1.3385623E-001, 9.9268820E+001, 0.0000000E+000, 3.4035434E+002, 3.6532748E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5733586E+004
 1.8692564E+002, 2.5141295E+003,-1.2824159E+003, 1.2906108E+000,-9.9300313E+002,-1.3525613E-001, 1.0319020E+002, 0.0000000E+000, 3.6815385E+002, 3.4305608E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5760599E+004
 1.8724619E+002, 2.3537917E+003,-1.1903772E+003, 1.3132758E+000,-9.9012665E+002,-1.4181419E-001, 8.3999883E+001, 0.0000000E+000, 2.6818545E+002, 2.5845924E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5782229E+004
 1.8750262E+002, 2.2835438E+003,-1.1460438E+003, 1.2865539E+000,-9.8200328E+002,-1.4511993E-001, 7.5721238E+001, 0.0000000E+000, 2.3535004E+002, 2.3235944E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5798061E+004
 1.8782317E+002, 2.2796812E+003,-1.1564285E+003, 1.2756271E+000,-9.7386208E+002,-1.4561541E-001, 6.4196060E+001, 0.0000000E+000, 2.0565878E+002, 2.1471670E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5814357E+004
 1.8814371E+002, 2.3191980E+003,-1.1299528E+003, 1.2891936E+000,-9.7078810E+002,-1.4580768E-001, 8.8986719E+001, 0.0000000E+000, 2.9683935E+002, 3.0858717E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.5836705E+004
